STATEFIPS,STATE,zipcode,Returns_pct1,Returns_pct2,Returns_pct3,Returns_pct4,Returns_pct5,Returns_pct6,total
34,NJ,8629,45.27,33.33,12.77,4.81,3.81,0,6030
34,NJ,8638,40.06,26.99,14.58,7.95,9,1.42,10560
34,NJ,8640,17.89,42.11,22.11,10.53,7.37,0,950
34,NJ,8641,36.93,34.09,14.77,7.95,6.25,0,1760
34,NJ,8648,26.72,18.58,15.01,10.91,20.04,8.73,15120
34,NJ,8690,24.36,17.66,15.77,12.46,24.08,5.67,10590
34,NJ,8691,21.99,13.07,12.68,10.48,24.84,16.95,7730
34,NJ,8701,40.14,28.72,11.92,6.71,8.56,3.95,31890
34,NJ,8720,28.57,14.29,10.71,7.14,23.21,16.07,560
34,NJ,8721,30.29,20.75,15.29,12.12,18.57,2.98,10070
34,NJ,8722,32.48,21.83,16.88,12.11,15.05,1.65,5450
34,NJ,8723,32.01,22.56,15.55,10.67,16.34,2.87,16400
34,NJ,8724,31.47,20.74,15.78,11.05,17.14,3.82,21990
34,NJ,8730,27.88,12.64,11.15,8.18,21.19,18.96,2690
34,NJ,8731,30.76,20.15,16.01,11.67,18.13,3.28,10370
34,NJ,8732,26.44,18.39,13.79,10.34,21.84,9.2,870
34,NJ,8733,37.68,28.99,15.22,10.14,7.97,0,1380
34,NJ,8734,30.21,18.72,13.64,11.76,21.12,4.55,3740
34,NJ,8735,27.17,17.34,15.03,12.14,19.65,8.67,1730
34,NJ,8736,28.3,13.93,11.41,9.04,22.37,14.96,6750
34,NJ,8738,16.28,11.63,9.3,9.3,27.91,25.58,430
34,NJ,8740,35,27,15,10,11,2,1000
34,NJ,8741,28.78,15.83,15.83,10.79,23.02,5.76,1390
34,NJ,8742,28.84,17.56,14.23,10.3,21.42,7.65,13210
34,NJ,8750,23.32,12.95,10.36,8.81,23.32,21.24,1930
34,NJ,8751,43.55,21.51,10.22,9.14,11.29,4.3,1860
34,NJ,8752,27.83,19.13,14.78,10.43,20,7.83,1150
34,NJ,8753,32.24,20.61,15.09,10.66,17.52,3.87,32070
34,NJ,8755,32.53,20.26,14.13,10.02,17.7,5.36,12880
34,NJ,8757,39.26,25.41,16.18,9.17,9.23,0.74,17550
34,NJ,8758,28.4,19.75,15.31,12.35,20,4.2,4050
34,NJ,8759,38.15,24.21,15.73,9.66,10.96,1.29,17800
34,NJ,8801,23.51,12.14,12.14,10.08,23.26,18.86,3870
34,NJ,8802,26.5,14,12,9.5,23.5,14.5,2000
34,NJ,8804,24.83,16.78,14.09,12.08,23.49,8.72,1490
34,NJ,8805,36.01,26.28,13.91,8.19,12.36,3.25,6470
34,NJ,8807,24.76,13.79,11.13,9.12,24.55,16.65,18860
34,NJ,8809,25,15.36,13.57,10,22.5,13.57,2800
34,NJ,8810,24.28,14.88,12.53,10.44,26.89,10.97,3830
34,NJ,8812,28.91,20.53,13.69,9.5,18.58,8.8,7160
34,NJ,8816,26.96,15.97,12.81,9.52,23.32,11.42,23110
34,NJ,8817,27.76,20.57,16.05,12.48,19.21,3.93,22120
34,NJ,8820,23.56,13.13,10.32,9.19,26.27,17.53,17740
34,NJ,8821,24,24,12,16,24,0,250
34,NJ,8822,27.01,14.68,11.75,9.16,22.08,15.32,15400
34,NJ,8823,21.84,18.42,16.92,13.06,22.91,6.85,4670
34,NJ,8824,25.79,13.05,11.01,8.96,27.99,13.21,6360
34,NJ,8825,28.64,16.82,14.09,10,21.82,8.64,2200
34,NJ,8826,26.52,16.29,12.12,10.98,22.35,11.74,2640
34,NJ,8827,26.27,15.21,11.52,11.06,23.5,12.44,2170
34,NJ,8828,24.19,20.97,19.35,12.9,19.35,3.23,1240
34,NJ,8829,25.27,15.38,15.38,12.09,25.27,6.59,1820
34,NJ,8830,29.53,19.5,15.19,12.18,19.5,4.09,9280
34,NJ,8831,26.1,15.66,13.55,10.02,22.68,11.99,26940
34,NJ,8832,41.4,32.48,14.65,6.37,5.1,0,1570
34,NJ,8833,24.29,12.04,10.94,8.97,22.1,21.66,4570
34,NJ,8835,34.53,27.36,16.23,10.19,10.94,0.75,5300
34,NJ,8836,23.38,11.44,8.96,7.96,24.38,23.88,2010
34,NJ,8837,25.72,20.33,16.56,12.05,19.45,5.9,7970
34,NJ,8840,23.64,15.84,13.36,10.87,23.05,13.24,8460
34,NJ,8844,24.76,14.36,12.06,9.6,23.96,15.26,19990
34,NJ,8846,29.97,22.24,16.3,10.64,17.68,3.18,7240
34,NJ,8848,27.49,17.06,12.8,11.37,22.51,8.77,4220
34,NJ,8850,25.47,17.29,13.32,10.98,25.23,7.71,4280
34,NJ,8852,24.07,16.13,12.27,10.35,24.07,13.12,8310
34,NJ,8853,23.57,13.31,11.03,8.75,23.95,19.39,2630
34,NJ,8854,27.78,20.99,15.74,11.25,19.12,5.13,25160
34,NJ,8857,27.31,19.6,14.62,10.91,21.48,6.07,20250
34,NJ,8858,21.05,13.16,7.89,7.89,21.05,28.95,380
34,NJ,8859,29.41,21.42,16.14,11.45,18.2,3.38,12140
34,NJ,8861,49.93,30.1,11.14,4.56,3.88,0.4,27840
34,NJ,8863,29.88,22.14,15.94,12.07,17.18,2.79,6460
34,NJ,8865,35.93,23.6,15.31,9.78,13.18,2.2,14110
34,NJ,8867,26,12.8,10,8.4,24,18.8,2500
34,NJ,8869,31.09,21.14,15.17,9.95,17.16,5.47,4020
34,NJ,8872,28.37,23.55,16.95,10.74,16.95,3.45,10150
34,NJ,8873,26.99,20.93,14.92,10.8,19.51,6.86,27420
34,NJ,8876,26.9,17.99,14.2,10.14,20.63,10.14,11340
34,NJ,8879,30.65,22.5,16.73,11.3,16.02,2.8,11420
34,NJ,8880,31.17,27.13,15.38,10.53,13.77,2.02,2470
34,NJ,8882,33.25,24.01,15.44,11.08,13.46,2.77,7580
34,NJ,8884,30.22,19.41,14.74,11.79,19.9,3.93,4070
34,NJ,8886,29.39,14.24,12.42,9.7,25.15,9.09,3300
34,NJ,8887,23.88,22.39,19.4,11.94,17.91,4.48,670
34,NJ,8889,23.25,13.63,10.22,9.02,24.85,19.04,4990
34,NJ,8901,50.37,30.12,10.18,3.89,4.21,1.23,18760
34,NJ,8902,29.67,22.66,14.69,10.27,17.09,5.62,20830
34,NJ,8904,27.9,20.66,14.63,9.95,17.5,9.35,6630
